www.woyouxian.com/b07/b0712/1973niandedanziqiu_cn1.html|1973年的弹子球 
www.woyouxian.com/b06/b060601/1984_cn1.html|1984 中文版 
www.woyouxian.com/b06/b060601/1984_en1.html|1984 英文版 
www.woyouxian.com/b11/b1112/1q84_book1_cn1.html|1Q84 Book1 4月~6月 
www.woyouxian.com/b12/b1201/1q84_book2_cn1.html|1Q84 Book2 7月~9月 
www.woyouxian.com/b12/b1202/1q84_book3_cn1.html|1Q84 Book3 10月~12月 
www.woyouxian.com/b07/b0725/year_2889_cn1.html|2889 年一个美国新闻界巨子的一天 In the Year 2889 中文版,
www.woyouxian.com/b07/b0722/anbianjiaotang_cn1.html|“岸边的圣.方济各”教堂 
www.woyouxian.com/b07/b0702/a_pair_of_blue_eyes_en1.html|一双蓝眼睛 英文版 A Pair of Blue Eyes 
www.woyouxian.com/b06/b060401/pride_and_prejudice_cn1.html|傲慢与偏见 中文版 Pride and Prejudice,
www.woyouxian.com/b06/b060401/pride_and_prejudice_en1.html|傲慢与偏见 英文版 Pride and Prejudice 
www.woyouxian.com/b07/b0702/an_inland_voyage_en1.html|内河航程 英文版 An Inland Voyage 内陆游记,
www.woyouxian.com/b06/b060403/christmas_carol_en1.html|圣诞颂歌 英文版 A Christmas Carol 
www.woyouxian.com/b11/b1101/orlando_cn1.html|奥兰多 Orlando,中文版,
www.woyouxian.com/b11/b1101/orlando_en1.html|奥兰多 英文版 Orlando 
www.woyouxian.com/b07/b0726/verne_07_cn1.html|奥兰情游 
www.woyouxian.com/b07/b0722/anna_karenina_cn1.html|安娜.卡列宁娜 Anna_Karenina,
www.woyouxian.com/b07/b0722/anna_karenina_en1.html|安娜.卡列宁娜 英文版 Anna Karenina 
www.woyouxian.com/b06/b060404/andersonallcn_cn1.html|安徒生童话全集 中文版,
www.woyouxian.com/b06/b060404/andersen_fairy_en1.html|安徒生童话选 英文版 Andersen's Fairy Tales 
www.woyouxian.com/b07/b0725/angela_ashes_cn1.html|安琪拉的灰烬 Angela's Ashes 中文版,
www.woyouxian.com/b07/b0702/a_woman_of_no_importance_en1.html|无足轻重的女人 英文版 A Woman of No Importance 
www.woyouxian.com/b07/b0702/an_old_fashioned_girl_en1.html|旧式女孩 英文版 An Old-fashioned Girl 
www.woyouxian.com/b07/b0724/duras_adsmss_cn1.html|昂代斯玛先生的午后 
www.woyouxian.com/b07/b0726/captain_antifer_cn1.html|昂梯菲尔奇遇记 Captain Antifer 中文版,
www.woyouxian.com/b07/b0724/twain_09_cn1.html|案中案 
www.woyouxian.com/b06/b060404/alice_wonderland_cn1.html|爱丽丝漫游奇境记 Alice's Adventures in Wonderland 中文版,
www.woyouxian.com/b06/b060404/alice_wonderland_en1.html|爱丽丝漫游奇境记 英文版 Alice's Adventures in Wonderland 
www.woyouxian.com/b11/b1109/aiqingmeinamemeihao_cn1.html|爱情没那么美好 
www.woyouxian.com/b11/b1101/emma_cn1.html|爱玛 Emma,中文版,
www.woyouxian.com/b06/b060401/emma_en1.html|爱玛 英文版 Emma 
www.woyouxian.com/b07/b0727/cuore_heart_cn1.html|爱的教育 Cuore 中文版,
www.woyouxian.com/b07/b0702/a_modern_cinderella_en1.html|现代灰姑娘 英文版 A Modern Cinderella 
www.woyouxian.com/b07/b0702/an_ideal_husband_en1.html|理想丈夫 英文版 An Ideal Husband 
www.woyouxian.com/b07/b0722/cancer_ward_cn1.html|癌症楼 The Cancer Ward,
www.woyouxian.com/b12/b1201/ailikaaiwaerdezhilian_cn1.html|艾利卡&#183;埃瓦尔德之恋 
www.woyouxian.com/b07/b0722/el_cn1.html|艾蕾 
www.woyouxian.com/b07/b0701/aquis_submersus_de1.html|被淹死的人 德文版 Aquis Submersus 
www.woyouxian.com/b07/b0701/agnes_grey_en1.html|阿格尼斯.格雷 英文版 Agnes Grey 
www.woyouxian.com/b11/b1112/atelasisongsongjian_cn1.html|阿特拉斯耸耸肩 Atlas Shrugged 中文版 
www.woyouxian.com/b06/b0620/arthur_carmichae_cn1.html|阿瑟.卡迈克尔爵士的奇怪病例 The Strange Case of Sir Arthur Carmichael 中文版,
www.woyouxian.com/b07/b0725/forrest_gump_cn1.html|阿甘正传 Forrest Gump 中文版,
www.woyouxian.com/b07/b0726/atala_cn1.html|阿达拉 Atala 中文版,
www.woyouxian.com/b07/b0705/bufenshouliyou_cn1.html|不分手的理由 
www.woyouxian.com/b07/b0725/around_world_80_days_cn1.html|八十天环游地球 中文版 Around the World in 80 Days,
www.woyouxian.com/b07/b0710/around_world_80_days_en1.html|八十天环游地球 英文版 Around the World in 80 Days 
www.woyouxian.com/b11/b1104/bingyuhuozhige_vol1_cn1.html|冰与火之歌卷1　权力的游戏 A Song of Ice and Fire, Vol1,中文版,
www.woyouxian.com/b11/b1104/bingyuhuozhige_vol2_cn1.html|冰与火之歌卷2　列王的纷争 A Song of Ice and Fire,Vol2,中文版,
www.woyouxian.com/b11/b1104/bingyuhuozhige_vol3_cn1.html|冰与火之歌卷3　冰雨的风暴 A Song of Ice and Fire,Vol3,中文版,
www.woyouxian.com/b11/b1104/bingyuhuozhige_vol4_cn1.html|冰与火之歌卷4　群鸦的盛宴 A Song of Ice and Fire,Vol4,中文版,
www.woyouxian.com/b07/b0719/bb_cn1.html|冰壁 
www.woyouxian.com/b07/b0725/verne_03_cn1.html|冰岛怪兽 
www.woyouxian.com/b07/b0723/dostoyevsky_003_cn1.html|别人家的妻子和床底下的丈夫 
www.woyouxian.com/b07/b0716/joking_feynman_cn1.html|别闹了，费曼先生 
www.woyouxian.com/b11/b1110/baofalifuren_cn1.html|包法利夫人 周译 
www.woyouxian.com/b07/b0716/madame_bovary_cn1.html|包法利夫人 许译 
www.woyouxian.com/b07/b0719/tropic_cancer_cn1.html|北回归线 Tropic of Cancer 中文版,
www.woyouxian.com/b12/b1203/boerhesixiaoshuoji_cn1.html|博尔赫斯小说集 
www.woyouxian.com/b07/b0715/rausch_der_verwandlung_cn1.html|变形的陶醉 
www.woyouxian.com/b06/b060401/verwandlung_cn1.html|变形记 Die Verwandlung 中文版,
www.woyouxian.com/b06/b060401/verwandlung_de1.html|变形记 德文版 Die Verwandlung 
www.woyouxian.com/b06/b060401/verwandlung_en1.html|变形记 英文版 Metamorphosis 
www.woyouxian.com/b06/b060406/treasure_island_cn1.html|宝岛 Treasure Island 中文版,
www.woyouxian.com/b06/b060406/treasure_island_en1.html|宝岛 英文版 Treasure Island 
www.woyouxian.com/b07/b0726/verne_16_cn1.html|巴尔萨克考察队的惊险遭遇 
www.woyouxian.com/b06/b060407/houndofbaskervilles_cn1.html|巴斯克维尔的猎犬 The Hound of the Baskervilles 中文版,
www.woyouxian.com/b06/b060407/houndofbaskervilles_en1.html|巴斯克维尔的猎犬 英文版 The Hound of the Baskervilles 
www.woyouxian.com/b06/b060402/balishengmuyuan_cn1.html|巴黎圣母院 Notre-Dame de Paris 中文版,
www.woyouxian.com/b06/b060402/notre_dame_de_paris_en1.html|巴黎圣母院 英文版 Notre-Dame de Paris 
www.woyouxian.com/b11/b1110/brooklyn_cn1.html|布鲁克林 Brooklyn 中文版 
www.woyouxian.com/b06/b060405/les_miserables_cn1.html|悲惨世界  Les Miserables 中文版,
www.woyouxian.com/b06/b060405/les_miserables_en1.html|悲惨世界 英文版 Les Miserables 
www.woyouxian.com/b07/b0706/nonexistent_knight_cn1.html|我们的祖先三部曲 3  不存在的骑士 
www.woyouxian.com/b07/b0716/btwjzddcs_cn1.html|摆脱危机者的调查书 
www.woyouxian.com/b07/b0719/bx_cn1.html|本性 
www.woyouxian.com/b07/b0724/duras_bedlc_cn1.html|波尔多开出的列车 
www.woyouxian.com/b07/b0723/dostoyevsky_010_cn1.html|波尔祖科夫 
www.woyouxian.com/b07/b0723/dostoyevsky_white_nights_cn1.html|白夜 White Nights 中文版,
www.woyouxian.com/b07/b0724/dostoevsky_the_idiot_cn1.html|白痴 The Idiot 中文版,
www.woyouxian.com/b07/b0724/dostoevsky_the_idiot_en1.html|白痴 英文版 The Idiot 
www.woyouxian.com/b06/b060405/moby_dick_cn1.html|白鲸记 Moby Dick; or The Whale 中文版,
www.woyouxian.com/b07/b0715/bainiao_cn1.html|白鸟 
www.woyouxian.com/b06/b0620/million_dollar_bond_robbery_cn1.html|百万美元证券失窃案 The Million Dollar Bond Robbery 中文版,
www.woyouxian.com/b07/b0708/the_million_pound_note_cn1.html|百万英镑 The Million Pound Note 中文版,
www.woyouxian.com/b07/b0723/dostoyevsky_011_cn1.html|百岁老大娘 
www.woyouxian.com/b06/b061201/100yearsolitude_cn1.html|百年孤独 One Hundred Years of Solitude 中文版,
www.woyouxian.com/b06/b061201/100yearsolitude_en1.html|百年孤独 英文版 One Hundred Years of Solitude 
www.woyouxian.com/b07/b0716/beidezhe_cn1.html|背德者 
www.woyouxian.com/b07/b0702/bleak_house_en1.html|荒凉山庄 英文版 Bleak House 
www.woyouxian.com/b07/b0724/dostoevsky_insulted_humiliated_cn1.html|被侮辱与被损害的人 The Insulted and Humiliated 中文版,
www.woyouxian.com/b07/b0719/bbpdyz_cn1.html|被背叛的遗嘱 
www.woyouxian.com/b07/b0714/byqdnr_cn1.html|被遗弃的女人 
www.woyouxian.com/b07/b0714/beiyi_cn1.html|贝姨 
www.woyouxian.com/b06/b0620/market_basing_mystery_cn1.html|贝辛市场奇案 The Market Basing Mystery 中文版,
www.woyouxian.com/b07/b0724/man_that_corrupted_hadleyburg_cn1.html|败坏了哈德莱堡的人 The Man that Corrupted Hadleyburg 中文版,
www.woyouxian.com/b07/b0724/man_that_corrupted_hadleyburg_en1.html|败坏了哈德莱堡的人 英文版 The Man that Corrupted Hadleyburg 
www.woyouxian.com/b07/b0714/bsjj_cn1.html|邦斯舅舅 
www.woyouxian.com/b07/b0725/from_earth_to_moon_cn1.html|从地球到月球 From the Earth to the Moon 中文版,
www.woyouxian.com/b07/b0715/die_spaet_bezahlte_schuld_cn1.html|偿还旧债 
www.woyouxian.com/b12/b1201/chuyou_cn1.html|出游 
www.woyouxian.com/b07/b0723/turgenev_first_love_cn1.html|初恋 First Love 中文版,
www.woyouxian.com/b11/b1110/chuixiaohaodetiane_cn1.html|吹小号的天鹅 
www.woyouxian.com/b07/b0703/das_schloss_cn1.html|城堡 
www.woyouxian.com/b07/b0714/caihongjidu_cn1.html|彩虹几度 
www.woyouxian.com/b07/b0719/confession_cn1.html|忏悔录 
www.woyouxian.com/b07/b0723/torrents_of_spring_cn1.html|春潮 Torrents of Spring 中文版,
www.woyouxian.com/b06/b060406/chatterley_lover_cn1.html|查太莱夫人的情人 Lady Chatterley's Lover 中文版,
www.woyouxian.com/b06/b060406/chatterley_lover_en1.html|查太莱夫人的情人 英文版 Lady Chatterley's Lover 
www.woyouxian.com/b11/b1109/can_nue_ji_cn1.html|残虐记 
www.woyouxian.com/b07/b0716/silence_lambs_cn1.html|沉默的羔羊 
www.woyouxian.com/b07/b0722/chaosao_cn1.html|潮骚 
www.woyouxian.com/b06/b060406/age_innocence_cn1.html|纯真年代 The Age of Innocence 中文版,
www.woyouxian.com/b06/b060406/age_innocence_en1.html|纯真年代 英文版 The Age of Innocence 
www.woyouxian.com/b06/b0620/call_wings_cn1.html|翅膀的呼唤 The Call of Wings 中文版,
www.woyouxian.com/b07/b0723/dostoyevsky_012_cn1.html|脆弱的心 
www.woyouxian.com/b07/b0726/camille_cn1.html|茶花女 Camille 中文版,
www.woyouxian.com/b07/b0723/dostoyevsky_014_cn1.html|诚实的小偷 
www.woyouxian.com/b07/b0719/cf_provence_cn1.html|重返普罗旺斯 
www.woyouxian.com/b11/b1111/changmianbuxing_cn1.html|长眠不醒 The Big Sleep 中文版 
www.woyouxian.com/b07/b0701/daniel_deronda_en1.html|Daniel Deronda 
www.woyouxian.com/b06/b0620/adventure_cheap_flat_cn1.html|低价租房奇遇记 The Adventure of the Cheap Flat 中文版,
www.woyouxian.com/b07/b0703/razor_edge_cn1.html|刀锋 
www.woyouxian.com/b06/b060601/animal_farm_cn1.html|动物庄园 Animal Farm 中文版,
